collegeAthleteId,nflAthleteId,collegeId,collegeTeam,collegeConference,nflTeam,year,overall,round,pick,name,position,height,weight,preDraftRanking,preDraftPositionRanking,preDraftGrade,hometownInfo
4258199,104435,130,Michigan,Big Ten,New Orleans,2020,24,1,24,Cesar Ruiz,Center,75,307,37.0,1.0,86.0,"{'city': 'Camden', 'state': 'NJ', 'country': 'USA', 'latitude': '39.9448402', 'longitude': '-75.1198911', 'countyFips': '34007'}"
4046528,104162,130,Michigan,Big Ten,New England,2020,60,2,28,Josh Uche,Defensive End,73,245,95.0,10.0,70.0,"{'city': 'Miami', 'state': 'FL', 'country': 'USA', 'latitude': '25.7742658', 'longitude': '-80.1936589', 'countyFips': '12086'}"
4046551,104191,130,Michigan,Big Ten,Baltimore,2020,143,4,37,Ben Bredeson,Offensive Guard,77,315,158.0,8.0,57.0,"{'city': 'Hartland', 'state': 'WI', 'country': 'USA', 'latitude': '43.105008', 'longitude': '-88.3420398', 'countyFips': '55133'}"
4046525,104488,130,Michigan,Big Ten,Washington,2020,162,5,17,Khaleke Hudson,Outside Linebacker,71,224,152.0,9.0,58.0,"{'city': 'Mckeesport', 'state': 'PA', 'country': 'USA', 'latitude': '40.3478472', 'longitude': '-79.864215', 'countyFips': '42003'}"
3915487,104172,130,Michigan,Big Ten,Kansas City,2020,177,5,32,Mike Danna,Defensive End,74,251,292.0,27.0,32.0,"{'city': 'Detroit', 'state': 'MI', 'country': 'USA', 'latitude': '42.3315509', 'longitude': '-83.0466403', 'countyFips': '26163'}"
4046545,104684,130,Michigan,Big Ten,New England,2020,182,6,3,Michael Onwenu,Offensive Guard,75,344,,,,"{'city': 'Detroit', 'state': 'MI', 'country': 'USA', 'latitude': '42.3315509', 'longitude': '-83.0466403', 'countyFips': '26163'}"
4258195,104140,130,Michigan,Big Ten,Cleveland,2020,187,6,8,Donovan Peoples-Jones,Wide Receiver,74,212,126.0,21.0,64.0,"{'city': 'Detroit', 'state': 'MI', 'country': 'USA', 'latitude': '42.3315509', 'longitude': '-83.0466403', 'countyFips': '26163'}"
3929936,22608,130,Michigan,Big Ten,Green Bay,2020,192,6,13,Jon Runyan,Offensive Guard,76,306,201.0,18.0,48.0,"{'city': 'Moorestown', 'state': 'NJ', 'country': 'USA', 'latitude': '39.9670569', 'longitude': '-74.9426677', 'countyFips': '34005'}"
4046537,104146,130,Michigan,Big Ten,Minnesota,2020,205,6,26,Josh Metellus,Safety,71,209,233.0,16.0,41.0,"{'city': 'Pembroke Pines', 'state': 'FL', 'country': 'USA', 'latitude': '26.02322025', 'longitude': '-80.34123906625615', 'countyFips': '12011'}"
3929928,104692,130,Michigan,Big Ten,Indianapolis,2020,213,6,34,Jordan Glasgow,Inside Linebacker,73,226,,,,"{'city': 'Aurora', 'state': 'IL', 'country': 'USA', 'latitude': '41.7571701', 'longitude': '-88.3147539', 'countyFips': '17089'}"
