collegeAthleteId,nflAthleteId,collegeId,collegeTeam,collegeConference,nflTeam,year,overall,round,pick,name,position,height,weight,preDraftRanking,preDraftPositionRanking,preDraftGrade,hometownInfo
4380507,105904,2117,Central Michigan,Mid-American,Tampa Bay,2022,57,2,25,Luke Goedeke,Offensive Tackle,77,312,72,9,79,"{'city': 'Whitelaw', 'state': 'WI', 'country': 'USA', 'latitude': '44.144716', 'longitude': '-87.8214789', 'countyFips': '55071'}"
4362580,105566,2117,Central Michigan,Mid-American,Indianapolis,2022,77,3,13,Bernhard Raimann,Offensive Tackle,78,303,51,6,85,"{'city': 'Steinbrunn', 'state': None, 'country': 'Austria', 'latitude': None, 'longitude': None, 'countyFips': None}"
