collegeAthleteId,nflAthleteId,collegeId,collegeTeam,collegeConference,nflTeam,year,overall,round,pick,name,position,height,weight,preDraftRanking,preDraftPositionRanking,preDraftGrade,hometownInfo
4360499,105551,2294,Iowa,Big Ten,Baltimore,2022,25,1,25,Tyler Linderbaum,Center,74,296,29,1,88,"{'city': 'Solon', 'state': 'IA', 'country': 'USA', 'latitude': '41.8072344', 'longitude': '-91.4940604', 'countyFips': '19103'}"
4426686,106078,2294,Iowa,Big Ten,New York,2022,114,4,9,Dane Belton,Safety,73,205,181,14,58,"{'city': 'Tampa', 'state': 'FL', 'country': 'USA', 'latitude': '27.9477595', 'longitude': '-82.458444', 'countyFips': '12057'}"
