collegeAthleteId,nflAthleteId,collegeId,collegeTeam,collegeConference,nflTeam,year,overall,round,pick,name,position,height,weight,preDraftRanking,preDraftPositionRanking,preDraftGrade,hometownInfo
4035840,104884,26,UCLA,Pac-12,Dallas,2021,75,3,11,Osa Odighizuwa,Defensive Tackle,74,282,87,5,73,"{'city': 'Portland', 'state': 'OR', 'country': 'USA', 'latitude': '45.5202471', 'longitude': '-122.6741949', 'countyFips': '41051'}"
4035826,105149,26,UCLA,Pac-12,Cleveland,2021,211,6,27,Demetric Felton,Wide Receiver,69,189,140,7,64,"{'city': 'Temecula', 'state': 'CA', 'country': 'USA', 'latitude': '33.4946353', 'longitude': '-117.1473661', 'countyFips': '06065'}"
