collegeAthleteId,nflAthleteId,collegeId,collegeTeam,collegeConference,nflTeam,year,overall,round,pick,name,position,height,weight,preDraftRanking,preDraftPositionRanking,preDraftGrade,hometownInfo
-1026442,34107,87,Notre Dame,FBS Independents,Dallas,2014,16,1,16,Zack Martin,Offensive Tackle,76,308,9,4,93,"{'city': 'Indianapolis', 'state': 'IN', 'country': 'USA', 'latitude': '39.7683331', 'longitude': '-86.1583502', 'countyFips': '18097'}"
517634,33608,87,Notre Dame,FBS Independents,Pittsburgh,2014,46,2,14,Stephon Tuitt,Defensive End,78,304,27,2,89,"{'city': 'Monroe', 'state': 'GA', 'country': 'USA', 'latitude': '33.7948364', 'longitude': '-83.713229', 'countyFips': '13297'}"
517624,34771,87,Notre Dame,FBS Independents,Arizona,2014,52,2,20,Troy Niklas,Tight End,79,270,59,4,79,"{'city': 'Fullerton', 'state': 'CA', 'country': 'USA', 'latitude': '33.8708215', 'longitude': '-117.9294165', 'countyFips': '06059'}"
-1026446,33599,87,Notre Dame,FBS Independents,Houston,2014,83,3,19,Louis Nix III,Defensive Tackle,74,331,36,2,88,"{'city': 'Jacksonville', 'state': 'FL', 'country': 'USA', 'latitude': '30.3321838', 'longitude': '-81.655651', 'countyFips': '12031'}"
-1026454,33630,87,Notre Dame,FBS Independents,Los Angeles,2014,89,3,25,Chris Watt,Offensive Guard,75,310,163,10,54,"{'city': 'Glen Ellyn', 'state': 'IL', 'country': 'USA', 'latitude': '41.8775293', 'longitude': '-88.0670118', 'countyFips': '17043'}"
-1026451,33081,87,Notre Dame,FBS Independents,Atlanta,2014,139,4,39,Prince Shembo,Outside Linebacker,73,253,172,16,52,"{'city': 'Charlotte', 'state': 'NC', 'country': 'USA', 'latitude': '35.2272', 'longitude': '-80.843083', 'countyFips': '37119'}"
500914,34142,87,Notre Dame,FBS Independents,New York,2014,187,6,11,Bennett Jackson,Cornerback,72,195,251,34,39,"{'city': 'Hazlet', 'state': 'NJ', 'country': 'USA', 'latitude': '40.4154057', 'longitude': '-74.1905486', 'countyFips': '34025'}"
500915,34707,87,Notre Dame,FBS Independents,Detroit,2014,189,6,13,TJ Jones,Wide Receiver,72,188,169,25,53,"{'city': 'Roswell', 'state': 'GA', 'country': 'USA', 'latitude': '34.02332', 'longitude': '-84.360022', 'countyFips': '13121'}"
