collegeAthleteId,nflAthleteId,collegeId,collegeTeam,collegeConference,nflTeam,year,overall,round,pick,name,position,height,weight,preDraftRanking,preDraftPositionRanking,preDraftGrade,hometownInfo
481556,29262,158,Nebraska,Big Ten,Cincinnati,2013,190,6,22,Rex Burkhead,Running Back,70,214,,25,36,"{'city': 'Plano', 'state': 'TX', 'country': 'USA', 'latitude': '33.0136764', 'longitude': '-96.6925096', 'countyFips': '48085'}"
514535,30166,158,Nebraska,Big Ten,Tennessee,2013,248,7,42,Daimion Stafford,Safety,72,221,219.0,18,48,"{'city': 'Norco', 'state': 'CA', 'country': 'USA', 'latitude': '33.9323307', 'longitude': '-117.5508901', 'countyFips': '06065'}"
