collegeAthleteId,nflAthleteId,collegeId,collegeTeam,collegeConference,nflTeam,year,overall,round,pick,name,position,height,weight,preDraftRanking,preDraftPositionRanking,preDraftGrade,hometownInfo
3138677,101747,68,Boise State,Mountain West,Dallas,2018,19,1,19,Leighton Vander Esch,Inside Linebacker,76,256,32,2,86,"{'city': 'Riggins', 'state': 'ID', 'country': 'USA', 'latitude': '45.4221105', 'longitude': '-116.315411', 'countyFips': '16049'}"
4036335,101833,68,Boise State,Mountain West,Dallas,2018,208,6,34,Cedrick Wilson,Wide Receiver,74,188,134,18,65,"{'city': 'Memphis', 'state': 'TN', 'country': 'USA', 'latitude': '35.1490215', 'longitude': '-90.0516285', 'countyFips': '47157'}"
