collegeAthleteId,nflAthleteId,collegeId,collegeTeam,collegeConference,nflTeam,year,overall,round,pick,name,position,height,weight,preDraftRanking,preDraftPositionRanking,preDraftGrade,hometownInfo
380849,30224,52,Florida State,ACC,Buffalo,2013,16,1,16,EJ Manuel,Quarterback,77,237,77.0,6,76,"{'city': 'Virginia Beach', 'state': 'VA', 'country': 'USA', 'latitude': '36.8529841', 'longitude': '-75.9774183', 'countyFips': '51810'}"
501100,30221,52,Florida State,ACC,Indianapolis,2013,24,1,24,Bjoern Werner,Defensive End,75,266,23.0,3,90,"{'city': 'Berlin', 'state': '', 'country': 'Germany', 'latitude': None, 'longitude': None, 'countyFips': None}"
480766,29986,52,Florida State,ACC,Minnesota,2013,25,1,25,Xavier Rhodes,Cornerback,74,210,40.0,4,87,"{'city': 'Miami', 'state': 'FL', 'country': 'USA', 'latitude': '25.7742658', 'longitude': '-80.1936589', 'countyFips': '12086'}"
2576771,29318,52,Florida State,ACC,San Francisco,2013,40,2,8,Cornellius (Tank) Carradine,Defensive End,76,276,31.0,5,89,"{'city': None, 'state': None, 'country': None, 'latitude': None, 'longitude': None, 'countyFips': None}"
-1011057,30314,52,Florida State,ACC,Las Vegas,2013,42,2,10,Menelik Watson,Offensive Tackle,77,310,30.0,6,89,"{'city': 'Manchester', 'state': '', 'country': 'United Kingdom', 'latitude': None, 'longitude': None, 'countyFips': None}"
480764,30236,52,Florida State,ACC,Washington,2013,154,5,21,Chris Thompson,Running Back,67,192,,32,30,"{'city': 'Greenville', 'state': 'FL', 'country': 'USA', 'latitude': '30.4694812', 'longitude': '-83.6299688', 'countyFips': '12079'}"
-1011042,29957,52,Florida State,ACC,Washington,2013,162,5,29,Brandon Jenkins,Outside Linebacker,75,251,106.0,7,71,"{'city': 'Tallahassee', 'state': 'FL', 'country': 'USA', 'latitude': '30.4380832', 'longitude': '-84.2809332', 'countyFips': '12073'}"
480761,30194,52,Florida State,ACC,Buffalo,2013,177,6,9,Dustin Hopkins,Place Kicker,74,193,177.0,1,55,"{'city': 'Houston', 'state': 'TX', 'country': 'USA', 'latitude': '29.7589382', 'longitude': '-95.3676974', 'countyFips': '48201'}"
380906,30270,52,Florida State,ACC,San Francisco,2013,180,6,12,Nick Moody,Outside Linebacker,73,236,250.0,18,43,"{'city': 'Wyncote', 'state': 'PA', 'country': 'USA', 'latitude': '40.0945549', 'longitude': '-75.1487863', 'countyFips': '42091'}"
377669,30190,52,Florida State,ACC,Pittsburgh,2013,206,6,38,Vince Williams,Inside Linebacker,73,247,,12,39,"{'city': 'Davenport', 'state': 'FL', 'country': 'USA', 'latitude': '28.1614046', 'longitude': '-81.6017417', 'countyFips': '12105'}"
380916,29187,52,Florida State,ACC,Minnesota,2013,229,7,23,Everett Dawkins,Defensive Tackle,74,292,191.0,17,52,"{'city': 'Spartanburg', 'state': 'SC', 'country': 'USA', 'latitude': '34.9498007', 'longitude': '-81.9320157', 'countyFips': '45083'}"
