collegeAthleteId,nflAthleteId,collegeId,collegeTeam,collegeConference,nflTeam,year,overall,round,pick,name,position,height,weight,preDraftRanking,preDraftPositionRanking,preDraftGrade,hometownInfo
3925345,101660,333,Alabama,SEC,Miami,2018,11,1,11,Minkah Fitzpatrick,Safety,72,204,8.0,2,93,"{'city': 'Old Bridge', 'state': 'NJ', 'country': 'USA', 'latitude': '40.414071', 'longitude': '-74.3042101', 'countyFips': '34023'}"
3925354,101536,333,Alabama,SEC,Washington,2018,13,1,13,Da'Ron Payne,Defensive Tackle,75,311,15.0,2,91,"{'city': 'Birmingham', 'state': 'AL', 'country': 'USA', 'latitude': '33.5206824', 'longitude': '-86.8024326', 'countyFips': '01073'}"
3126349,101532,333,Alabama,SEC,Tennessee,2018,22,1,22,Rashaan Evans,Inside Linebacker,74,232,19.0,1,90,"{'city': 'Auburn', 'state': 'AL', 'country': 'USA', 'latitude': '32.6550905', 'longitude': '-85.50364346309962', 'countyFips': '01081'}"
3925357,101515,333,Alabama,SEC,Atlanta,2018,26,1,26,Calvin Ridley,Wide Receiver,73,189,20.0,1,90,"{'city': 'Fort Lauderdale', 'state': 'FL', 'country': 'USA', 'latitude': '26.1223084', 'longitude': '-80.1433786', 'countyFips': '12011'}"
3859006,101664,333,Alabama,SEC,Jacksonville,2018,93,3,29,Ronnie Harrison,Safety,74,207,41.0,4,85,"{'city': 'Tallahassee', 'state': 'FL', 'country': 'USA', 'latitude': '30.4380832', 'longitude': '-84.2809332', 'countyFips': '12073'}"
3126352,101566,333,Alabama,SEC,Detroit,2018,114,4,14,Da'Shawn Hand,Defensive End,76,297,132.0,12,65,"{'city': 'Woodbridge', 'state': 'VA', 'country': 'USA', 'latitude': '38.6581723', 'longitude': '-77.2497049', 'countyFips': '51153'}"
551289,101667,333,Alabama,SEC,Baltimore,2018,118,4,18,Anthony Averett,Cornerback,71,183,84.0,10,74,"{'city': 'Woodbury', 'state': 'NJ', 'country': 'USA', 'latitude': '39.8381691', 'longitude': '-75.1526774', 'countyFips': '34015'}"
3126368,101853,333,Alabama,SEC,Green Bay,2018,172,5,35,JK Scott,Punter,77,207,211.0,2,50,"{'city': 'Denver', 'state': 'CO', 'country': 'USA', 'latitude': '39.7392364', 'longitude': '-104.9848623', 'countyFips': '08031'}"
559698,101606,333,Alabama,SEC,Washington,2018,197,6,23,Shaun Dion Hamilton,Inside Linebacker,72,228,215.0,9,50,"{'city': 'Montgomery', 'state': 'AL', 'country': 'USA', 'latitude': '32.3669656', 'longitude': '-86.3006485', 'countyFips': '01101'}"
-1000824,101860,333,Alabama,SEC,Baltimore,2018,215,6,41,Bradley Bozeman,Center,77,317,289.0,10,36,"{'city': 'Roanoke', 'state': 'AL', 'country': 'USA', 'latitude': '33.1512313', 'longitude': '-85.3721709', 'countyFips': '01111'}"
3126367,101539,333,Alabama,SEC,Dallas,2018,236,7,18,Bo Scarbrough,Running Back,73,228,165.0,14,59,"{'city': 'Northport', 'state': 'AL', 'country': 'USA', 'latitude': '33.2449315', 'longitude': '-87.6728397782913', 'countyFips': '01125'}"
3126350,101926,333,Alabama,SEC,Pittsburgh,2018,246,7,28,Joshua Frazier,Defensive Tackle,75,321,,35,30,"{'city': 'Springdale', 'state': 'AR', 'country': 'USA', 'latitude': '36.1867442', 'longitude': '-94.1288142', 'countyFips': '05143'}"
