collegeAthleteId,nflAthleteId,collegeId,collegeTeam,collegeConference,nflTeam,year,overall,round,pick,name,position,height,weight,preDraftRanking,preDraftPositionRanking,preDraftGrade,hometownInfo
4040982,103509,333,Alabama,SEC,New York,2019,3,1,3,Quinnen Williams,Defensive Tackle,75,303,2,1,95,"{'city': 'Birmingham', 'state': 'AL', 'country': 'USA', 'latitude': '33.5206824', 'longitude': '-86.8024326', 'countyFips': '01073'}"
4040726,103513,333,Alabama,SEC,Cincinnati,2019,11,1,11,Jonah Williams,Offensive Tackle,77,302,17,2,90,"{'city': 'Folsom', 'state': 'CA', 'country': 'USA', 'latitude': '38.6779591', 'longitude': '-121.1760583', 'countyFips': '06067'}"
4047365,103839,333,Alabama,SEC,Las Vegas,2019,24,1,24,Josh Jacobs,Running Back,70,220,23,1,89,"{'city': 'Tulsa', 'state': 'OK', 'country': 'USA', 'latitude': '36.1556805', 'longitude': '-95.9929113', 'countyFips': '40143'}"
4040980,103530,333,Alabama,SEC,Minnesota,2019,50,2,18,Irv Smith Jr.,Tight End,74,242,34,3,87,"{'city': 'New Orleans', 'state': 'LA', 'country': 'USA', 'latitude': '29.9499323', 'longitude': '-90.0701156', 'countyFips': '22071'}"
3925347,103533,333,Alabama,SEC,New England,2019,87,3,23,Damien Harris,Running Back,70,216,108,6,70,"{'city': 'Berea', 'state': 'KY', 'country': 'USA', 'latitude': '37.568694', 'longitude': '-84.2963224', 'countyFips': '21151'}"
3126362,101657,333,Alabama,SEC,Carolina,2019,115,4,13,Christian Miller,Outside Linebacker,75,247,149,10,63,"{'city': 'Columbia', 'state': 'SC', 'country': 'USA', 'latitude': '34.0007493', 'longitude': '-81.0343313', 'countyFips': '45079'}"
3859100,103517,333,Alabama,SEC,Arizona,2019,139,5,1,Deionte Thompson,Safety,73,195,115,11,69,"{'city': 'Orange', 'state': 'TX', 'country': 'USA', 'latitude': '30.0929879', 'longitude': '-93.7365549', 'countyFips': '48361'}"
3126364,103597,333,Alabama,SEC,Washington,2019,153,5,15,Ross Pierschbacher,Offensive Guard,76,307,172,10,60,"{'city': 'Cedar Falls', 'state': 'IA', 'country': 'USA', 'latitude': '42.5274123', 'longitude': '-92.4453179', 'countyFips': '19013'}"
4040983,103543,333,Alabama,SEC,Cleveland,2019,155,5,17,Mack Wilson,Inside Linebacker,73,240,129,5,67,"{'city': 'Montgomery', 'state': 'AL', 'country': 'USA', 'latitude': '32.3669656', 'longitude': '-86.3006485', 'countyFips': '01101'}"
4241451,103554,333,Alabama,SEC,Pittsburgh,2019,192,6,19,Isaiah Buggs,Defensive Tackle,75,306,246,22,48,"{'city': 'Ruston', 'state': 'LA', 'country': 'USA', 'latitude': '32.5232053', 'longitude': '-92.637927', 'countyFips': '22061'}"
