collegeAthleteId,nflAthleteId,collegeId,collegeTeam,collegeConference,nflTeam,year,overall,round,pick,name,position,height,weight,preDraftRanking,preDraftPositionRanking,preDraftGrade,hometownInfo
4372016,104744,333,Alabama,SEC,Miami,2021,6,1,6,Jaylen Waddle,Wide Receiver,70,180,7,3,93,"{'city': 'Houston', 'state': 'TX', 'country': 'USA', 'latitude': '29.7589382', 'longitude': '-95.3676974', 'countyFips': '48201'}"
4372012,104736,333,Alabama,SEC,Denver,2021,9,1,9,Pat Surtain II,Cornerback,74,208,10,1,92,"{'city': 'Plantation', 'state': 'FL', 'country': 'USA', 'latitude': '26.1265258', 'longitude': '-80.25786123765101', 'countyFips': '12011'}"
4241478,104741,333,Alabama,SEC,Philadelphia,2021,10,1,10,DeVonta Smith,Wide Receiver,72,170,6,2,93,"{'city': 'Amite', 'state': 'LA', 'country': 'USA', 'latitude': '30.7265747', 'longitude': '-90.5089815', 'countyFips': '22105'}"
4241464,104935,333,Alabama,SEC,New England,2021,15,1,15,Mac Jones,Quarterback,75,217,15,5,90,"{'city': 'Jacksonville', 'state': 'FL', 'country': 'USA', 'latitude': '30.3321838', 'longitude': '-81.655651', 'countyFips': '12031'}"
4241466,104806,333,Alabama,SEC,Las Vegas,2021,17,1,17,Alex Leatherwood,Offensive Tackle,77,312,60,2,80,"{'city': 'Pensacola', 'state': 'FL', 'country': 'USA', 'latitude': '30.421309', 'longitude': '-87.2169149', 'countyFips': '12033'}"
4241457,104766,333,Alabama,SEC,Pittsburgh,2021,24,1,24,Najee Harris,Running Back,73,232,28,2,89,"{'city': 'Antioch', 'state': 'CA', 'country': 'USA', 'latitude': '38.0049214', 'longitude': '-121.805789', 'countyFips': '06013'}"
4035624,104813,333,Alabama,SEC,Philadelphia,2021,37,2,5,Landon Dickerson,Center,78,333,45,1,85,"{'city': 'Hickory', 'state': 'NC', 'country': 'USA', 'latitude': '35.7333312', 'longitude': '-81.3442915', 'countyFips': '37035'}"
4372030,104936,333,Alabama,SEC,New England,2021,38,2,6,Christian Barmore,Defensive Tackle,76,310,30,1,89,"{'city': 'Philadelphia', 'state': 'PA', 'country': 'USA', 'latitude': '39.9527237', 'longitude': '-75.1635262', 'countyFips': '42101'}"
4040962,104849,333,Alabama,SEC,Carolina,2021,193,6,9,Deonte Brown,Offensive Guard,75,344,128,8,67,"{'city': 'Decatur', 'state': 'AL', 'country': 'USA', 'latitude': '34.6060203', 'longitude': '-86.9838165', 'countyFips': '01103'}"
4241455,105198,333,Alabama,SEC,Carolina,2021,222,6,38,Thomas Fletcher,Long Snapper,73,235,285,1,33,"{'city': 'Georgetown', 'state': 'TX', 'country': 'USA', 'latitude': '30.671598', 'longitude': '-97.65500660120435', 'countyFips': '48491'}"
