collegeAthleteId,nflAthleteId,collegeId,collegeTeam,collegeConference,nflTeam,year,overall,round,pick,name,position,height,weight,preDraftRanking,preDraftPositionRanking,preDraftGrade,hometownInfo
4241986,104097,194,Ohio State,Big Ten,Washington,2020,2,1,2,Chase Young,Defensive End,77,264,1.0,1.0,95.0,"{'city': 'Hyattsville', 'state': 'MD', 'country': 'USA', 'latitude': '38.9529442', 'longitude': '-76.9408647', 'countyFips': '24033'}"
4241984,104096,194,Ohio State,Big Ten,Detroit,2020,3,1,3,Jeff Okudah,Cornerback,73,205,5.0,1.0,94.0,"{'city': 'Grand Prairie', 'state': 'TX', 'country': 'USA', 'latitude': '32.657368000000005', 'longitude': '-97.02846624175038', 'countyFips': '48113'}"
3915506,104223,194,Ohio State,Big Ten,Las Vegas,2020,19,1,19,Damon Arnette,Cornerback,72,195,58.0,7.0,80.0,"{'city': 'Fort Lauderdale', 'state': 'FL', 'country': 'USA', 'latitude': '26.1223084', 'longitude': '-80.1433786', 'countyFips': '12011'}"
4241985,104134,194,Ohio State,Big Ten,Baltimore,2020,55,2,23,J.K. Dobbins,Running Back,70,209,27.0,2.0,89.0,"{'city': 'La Grange', 'state': 'TX', 'country': 'USA', 'latitude': '29.9080038', 'longitude': '-96.8730449', 'countyFips': '48149'}"
3915520,104501,194,Ohio State,Big Ten,Jacksonville,2020,73,3,9,Davon Hamilton,Defensive Tackle,76,320,138.0,10.0,60.0,"{'city': 'Pickerington', 'state': 'OH', 'country': 'USA', 'latitude': '39.896277299999994', 'longitude': '-82.77319049748806', 'countyFips': '39045'}"
3930040,104492,194,Ohio State,Big Ten,Detroit,2020,75,3,11,Jonah Jackson,Offensive Guard,76,306,109.0,3.0,68.0,"{'city': 'Media', 'state': 'PA', 'country': 'USA', 'latitude': '39.9167783', 'longitude': '-75.387693', 'countyFips': '42045'}"
4040615,104136,194,Ohio State,Big Ten,Baltimore,2020,98,3,34,Malik Harrison,Inside Linebacker,75,247,139.0,8.0,60.0,"{'city': 'Columbus', 'state': 'OH', 'country': 'USA', 'latitude': '39.9622601', 'longitude': '-83.0007065', 'countyFips': '39049'}"
4040613,104178,194,Ohio State,Big Ten,Los Angeles,2020,199,6,20,Jordan Fuller,Safety,74,203,268.0,20.0,36.0,"{'city': 'Old Tappan', 'state': 'NJ', 'country': 'USA', 'latitude': '41.0106971', 'longitude': '-73.9911073', 'countyFips': '34003'}"
3915522,104166,194,Ohio State,Big Ten,Los Angeles,2020,220,7,6,K.J. Hill,Wide Receiver,72,196,98.0,15.0,70.0,"{'city': 'Little Rock', 'state': 'AR', 'country': 'USA', 'latitude': '34.7464809', 'longitude': '-92.2895948', 'countyFips': '05119'}"
3873928,104703,194,Ohio State,Big Ten,Detroit,2020,235,7,21,Jashon Cornell,Defensive End,75,285,,,,"{'city': 'Saint Paul', 'state': 'MN', 'country': 'USA', 'latitude': '44.9504037', 'longitude': '-93.1015026', 'countyFips': '27123'}"
